"fish","scenario","HCR","RSB_short","RC_short","RSB_long","RC_long","AAV","Blim_risk"
"Pollack","one_way","rfb_rule","0.763658075384622","0.392083069630832","2.57847574152033","0.182235084857422","0.590648407403898","0.99962962962963"
"Pollack","one_way","type2_rule","1.09847881371905","0.283985501945513","2.90240545591826","0.135525782428514","0.298207373584718","1"
"Pollack","one_way","rfb_Cave","0.388364551365602","0.543584539943225","1.83191703746193","0.316918654367646","0.291458988397881","0.979074074074074"
"Pollack","one_way","type2_f","1.16502639685996","0.25962829607489","2.93331683825691","0.155594243174749","0.305509948568901","1"
"Pollack","one_way","chr_rule","1.19732064115425","0.231801256846807","2.52015202903957","0.491740327565768","0.439955822592887","1"
"Pollack","roller_coaster","rfb_rule","1.20536959871614","0.406021974877899","2.47688520954341","0.373858540213366","0.357756337956206","1"
"Pollack","roller_coaster","type2_rule","1.47462561286788","0.26400658475224","2.91655316087619","0.219145432026626","0.173546973149136","1"
"Pollack","roller_coaster","rfb_Cave","1.13127276131251","0.448494583867694","2.30684147300886","0.44249969523944","0.17770511454152","0.999259259259259"
"Pollack","roller_coaster","type2_f","1.50594128778499","0.243194094661242","2.90723988634666","0.253825120525686","0.183581883781817","1"
"Pollack","roller_coaster","chr_rule","1.47857749843254","0.263075848080555","2.45204273250089","0.570966633549613","0.284378039129355","1"
"Pollack","confusion","rfb_rule","1.37372684466039","0.619082923419682","2.41810523365685","0.402157691479208","0.394899388019568","1"
"Pollack","confusion","type2_rule","1.54753538829225","0.516762033205115","2.68205205387785","0.304960122605548","0.248788015068797","0.999074074074074"
"Pollack","confusion","rfb_Cave","1.23667212079147","0.697935897082191","1.98037076199292","0.555699180388824","0.198940939545874","0.989259259259259"
"Pollack","confusion","type2_f","1.56712741468765","0.520848132462147","2.59677904426016","0.363983159993571","0.255312269259094","1"
"Pollack","confusion","chr_rule","1.67008795067727","0.473192773442477","2.272817049003","0.633644995184799","0.323990386840284","0.997592592592593"
