"fish","scenario","HCR","RSB_short","RC_short","RSB_long","RC_long","AAV","Blim_risk"
"Thornbackray","one_way","rfb_rule","0.652400299850113","0.478194951025902","1.51104192057768","0.219697415050307","0.392147634974828","0.997962962962963"
"Thornbackray","one_way","type2_rule","0.930002519644752","0.16728033663039","1.94688500212335","0.0642272170480187","0.342753462231406","1"
"Thornbackray","one_way","rfb_Cave","0.464349448304493","0.713854221579889","1.07806271765367","0.33938266923447","0.227586785792863","0.98037037037037"
"Thornbackray","one_way","type2_f","0.936721918904201","0.164799605546953","1.94349104156708","0.0784618799261014","0.350149688597473","1"
"Thornbackray","one_way","chr_rule","0.907863017249047","0.210961545276525","1.64616119090572","0.474961790097883","0.29269784050167","1"
"Thornbackray","roller_coaster","rfb_rule","0.77590585510568","0.404245782816606","1.37548554293182","0.497644207154913","0.24016884848368","0.998148148148148"
"Thornbackray","roller_coaster","type2_rule","0.912517413125886","0.215450691960945","1.84973099289336","0.154604926245723","0.142027884189193","1"
"Thornbackray","roller_coaster","rfb_Cave","0.696454863338115","0.485973190386648","1.22388063744845","0.517293245352258","0.143112253149066","0.996481481481482"
"Thornbackray","roller_coaster","type2_f","0.923254579026786","0.208523083264238","1.84203784505229","0.186504263489012","0.155291309491413","1"
"Thornbackray","roller_coaster","chr_rule","0.93045229740795","0.219511011559484","1.62671626471764","0.492005360273989","0.221376922195259","1"
"Thornbackray","confusion","rfb_rule","1.0394628912579","0.652450096116149","1.47930751297583","0.572232354414664","0.246931523537124","0.996851851851852"
"Thornbackray","confusion","type2_rule","1.17224228861073","0.519520154952198","1.78637212546892","0.357290660164752","0.212161509141869","0.997222222222222"
"Thornbackray","confusion","rfb_Cave","1.00553393209681","0.719658469593108","1.32066752433099","0.640449117715754","0.151596030219413","0.981851851851852"
"Thornbackray","confusion","type2_f","1.16332741481925","0.532937745262594","1.69971227858674","0.445059975438866","0.228441759074343","0.998518518518518"
"Thornbackray","confusion","chr_rule","1.2039522769295","0.466339970937548","1.53211283144584","0.671348174109155","0.211015083395209","0.998518518518518"
