"fish","scenario","HCR","RSB_short","RC_short","RSB_long","RC_long","AAV","Blim_risk"
"Anchovy","one_way","rfb_rule","1.29949178997167","0.298408585837028","4.39866852048865","0.0977477049605906","0.721023953608776","0.998703703703704"
"Anchovy","one_way","type2_rule","1.77253424922434","0.293582860623553","4.30235574682418","0.122356512426914","0.272620982126421","0.925555555555556"
"Anchovy","one_way","rfb_Cave","0.398029901765212","0.406437535987257","3.70378646358336","0.203140898551686","0.352460980596108","0.965"
"Anchovy","one_way","type2_f","1.74699261378493","0.293732127085024","3.9275545687664","0.22791471489148","0.281334066065759","0.922037037037037"
"Anchovy","one_way","chr_rule","2.26887433601824","0.23105100831951","3.73011639542368","0.406535433778907","0.603551262663786","0.999444444444444"
"Anchovy","roller_coaster","rfb_rule","2.24631035491402","0.411257835808608","3.92347637123354","0.267503028368011","0.446456174553043","0.997037037037037"
"Anchovy","roller_coaster","type2_rule","2.94567394752754","0.287806504591091","4.30394554659703","0.185816590336203","0.214448795226234","0.990555555555556"
"Anchovy","roller_coaster","rfb_Cave","2.18416006823701","0.43099429229898","3.64453941686722","0.365256816127952","0.200255990717863","0.990925925925926"
"Anchovy","roller_coaster","type2_f","2.86399193209315","0.296752678328605","3.84562730742228","0.330309735846578","0.227438312578601","0.989074074074074"
"Anchovy","roller_coaster","chr_rule","2.84261075633721","0.314881401084628","3.25662256124995","0.515833253812485","0.348985050128733","0.998703703703704"
"Anchovy","confusion","rfb_rule","2.23938069424343","0.47366366560579","4.14438541968969","0.199032494528216","0.509101790580532","0.995185185185185"
"Anchovy","confusion","type2_rule","2.4996671908674","0.434040657431935","4.19422237473365","0.189681825394496","0.261678619503641","0.981666666666667"
"Anchovy","confusion","rfb_Cave","1.70089863501443","0.56135983680657","3.43633770888656","0.367484054198167","0.233016569598563","0.965555555555556"
"Anchovy","confusion","type2_f","2.4758935620981","0.448624349180819","3.96013059158411","0.251076113414943","0.270956930145476","0.970185185185185"
"Anchovy","confusion","chr_rule","2.55207109577157","0.437583796365522","3.35678133776679","0.462636926054317","0.437034697108023","0.976111111111111"
