"fish","scenario","HCR","RSB_short","RC_short","RSB_long","RC_long","AAV","Blim_risk"
"Anchovy","one_way","rfb_rule","2.21857509172023","0.333656844372018","3.79523097400784","0.416493633110057","0.404919543958509","1"
"Anchovy","one_way","type2_rule","3.31747880037538","0.199519811943508","4.39765152812599","0.220043194768736","0.251544083356314","1"
"Anchovy","one_way","rfb_Cave","1.15530648141065","0.494921148509103","3.10126274842919","0.579821253374418","0.178916616744082","1"
"Anchovy","one_way","type2_f","3.24872130729091","0.212811051708082","3.58831441112406","0.522403417935333","0.273124622888132","1"
"Anchovy","one_way","chr_rule","3.29931285538759","0.200061553329517","3.37215530440308","0.565868192656066","0.335474677315143","1"
"Anchovy","roller_coaster","rfb_rule","1.6767611794282","0.669206200095746","2.30714632438358","0.727485951521679","0.232640707303738","0.997962962962963"
"Anchovy","roller_coaster","type2_rule","2.94128093769911","0.410616801605523","3.56052193388669","0.468719275002526","0.102228466873538","1"
"Anchovy","roller_coaster","rfb_Cave","1.98747287625537","0.606159321138086","2.70577321772243","0.678415937504193","0.127929541111565","0.99962962962963"
"Anchovy","roller_coaster","type2_f","2.78817442568888","0.435245267931992","2.42745390024725","0.803538903521677","0.127610624854321","0.98962962962963"
"Anchovy","roller_coaster","chr_rule","3.19493778944377","0.3574142450092","3.18895222895421","0.574292165556061","0.192406646719071","1"
"Anchovy","confusion","rfb_rule","2.4737724044584","0.551437715042245","3.82919690336249","0.340891121041962","0.26435608280866","0.999814814814815"
"Anchovy","confusion","type2_rule","2.70168727546043","0.541516972612388","3.61499413538137","0.429573852502322","0.177878694374075","0.999444444444444"
"Anchovy","confusion","rfb_Cave","1.9088007561715","0.629229829044503","3.13030658381","0.541351795382813","0.151728965752795","0.998703703703704"
"Anchovy","confusion","type2_f","2.66479461223871","0.5546868911067","3.23022068455396","0.529452039048907","0.192349703882974","0.975925925925926"
"Anchovy","confusion","chr_rule","3.12199832466523","0.430050582715777","3.14248869764464","0.551171607278497","0.219729109535235","0.979444444444444"
