"fitness","RSB_short","RC_short","RSB_long","RC_long","AAV","Blim_risk","m","tau","theta","scenario"
"10.4607136246357","0.553908954895087","0.521224370860854","1.89467487428699","0.460713624635693","0.191125434814868","0.9994","0.95","0.4","0.75","one_way"
"10.4607136246357","0.553908954895087","0.521224370860854","1.89467487428699","0.460713624635693","0.191125434814868","0.9994","0.95","0.4","0.75","one_way"
"10.031237289781","1.26136958689941","0.208362268792882","3.1749942158404","0.0312372897810448","0.222998372778966","1","0.2655086631421","0.380035179434344","0.79423986072652","one_way"
"10.0185327915516","1.49254261472164","0.117295601729866","3.3144852528158","0.018532791551601","0.240072432389559","1","0.37212389963679","0.777445221319795","0.107943625887856","one_way"
"10.0500892504217","1.28681643599611","0.223377894727452","3.14300451117127","0.050089250421651","0.206615763328206","1","0.572853363351896","0.934705231105909","0.723710946040228","one_way"
"10.2318888981497","0.70460484707806","0.468471060210545","2.41187965627662","0.231888898149746","0.200088683550891","1","0.908207789994776","0.212142521282658","0.411274429643527","one_way"
"10.0187348428527","1.4844420478205","0.118253945677946","3.28966896045982","0.0187348428526993","0.247262382198574","1","0.201681931037456","0.651673766085878","0.820946294115856","one_way"
"10.3581143207229","0.512749193928345","0.540089793059157","1.98702076709023","0.3581143207229","0.1894665439282","0.9992","0.898389684967697","0.125555095961317","0.647060193819925","one_way"
"10.4728855165666","0.440860288769665","0.552585538798584","1.73089710207134","0.472885516566572","0.190425719311485","0.991","0.944675268605351","0.267220668727532","0.78293276228942","one_way"
"10.0838640804728","1.01693329415941","0.338112949009072","2.92346546729425","0.0838640804728125","0.192634592268425","1","0.660797792486846","0.386114092543721","0.553036311641335","one_way"
"10.0949296750626","0.73968809598428","0.444516221814691","2.69198130384717","0.0949296750626118","0.185397710743981","1","0.62911404389888","0.0133903331588954","0.529719580197707","one_way"
"10.0221808940573","1.39714257195178","0.141830717166148","3.25171817243886","0.0221808940573334","0.300537311958663","1","0.0617862704675645","0.382387957070023","0.789356231689453","one_way"
"10.0102360720553","1.62481944347577","0.0647614335265917","3.37219694246297","0.0102360720552805","0.283398246958465","1","0.205974574899301","0.86969084572047","0.023331202333793","one_way"
"10.028359365163","1.31801513588123","0.181131655553547","3.19678694748908","0.0283593651629856","0.268612365546669","1","0.176556752528995","0.34034899668768","0.477230065036565","one_way"
"10.1372887427983","0.9592728219712","0.361910989598091","2.7890915016533","0.137288742798261","0.19847071411463","1","0.687022846657783","0.482080115471035","0.7323137386702","one_way"
"10.0291779409581","1.3510164488381","0.186944828993668","3.21369160156909","0.0291779409581279","0.207039225950089","1","0.384103718213737","0.599565825425088","0.692731556482613","one_way"
"10.1198189844872","0.9977272131968","0.346075829755658","2.8465551467327","0.119818984487227","0.201397055894802","1","0.769841419998556","0.493541307048872","0.477619622135535","one_way"
"10.0754304887589","0.92496344622348","0.372990522045407","2.87023111541124","0.0754304887588708","0.186048986421557","1","0.497699242085218","0.186217601411045","0.8612094768323","one_way"
"10.0672688656621","1.21295933207082","0.255506692192551","3.08070945126737","0.0672688656621311","0.211500325251057","1","0.717618508264422","0.827373318606988","0.438097107224166","one_way"
