"fish","scenario","HCR","RSB_short","RC_short","RSB_long","RC_long","AAV","Blim_risk"
"Pollack","one_way","rfb_rule","0.91484747368968","0.332724731975767","2.50726848309606","0.322808281689609","0.413179404470662","1"
"Pollack","one_way","type2_rule","1.36128293894939","0.165271639457993","3.03974976924932","0.145278808961904","0.260691353669278","1"
"Pollack","one_way","rfb_Cave","0.571406752020439","0.506333858234484","1.91931355528214","0.463874127565896","0.192729172655004","0.998703703703704"
"Pollack","one_way","type2_f","1.38825508721686","0.155160747077209","3.04375698559667","0.164146918742294","0.274093289732702","1"
"Pollack","one_way","chr_rule","1.32191491989336","0.193060998858192","2.41269289370402","0.588582118346073","0.298950394536772","1"
"Pollack","roller_coaster","rfb_rule","1.12451763390394","0.448260897451137","2.09617194545708","0.561503461511176","0.231659626316946","0.999814814814815"
"Pollack","roller_coaster","type2_rule","1.46019322435464","0.261776743637449","2.79312274116229","0.288788950092714","0.107082474823743","1"
"Pollack","roller_coaster","rfb_Cave","1.07302651485775","0.47162199240776","2.08341963753","0.545713141180807","0.129897764699287","1"
"Pollack","roller_coaster","type2_f","1.50696471998591","0.24164920405341","2.78235485739741","0.327598596842887","0.124987328962344","1"
"Pollack","roller_coaster","chr_rule","1.49846340362842","0.259850095590553","2.35734185680556","0.611238748375503","0.198121163692832","1"
"Pollack","confusion","rfb_rule","1.38619272836046","0.637286152810544","2.17796556314298","0.550101441285917","0.26271842823062","1"
"Pollack","confusion","type2_rule","1.51758752689634","0.556707547341609","2.49823213853662","0.418194599374599","0.175239467811866","0.997962962962963"
"Pollack","confusion","rfb_Cave","1.22290481361622","0.694715542060851","1.90651581913007","0.63036985457398","0.149090986300551","0.994074074074074"
"Pollack","confusion","type2_f","1.53079130158716","0.559308987794707","2.41631952498724","0.483166380851356","0.19074726147541","0.998888888888889"
"Pollack","confusion","chr_rule","1.71130201810316","0.461886704754907","2.21812206462815","0.668020488808956","0.210938469909463","1"
