"name","fitness","RSB_short","RC_short","RSB_long","RC_long","AAV","Blim_risk","m","tau","theta","scenario"
origin,10.5463661862289,1.35731713478629,0.186074569034087,2.49637142583426,0.546366186228897,0.302961992263774,1,0.5,0.4,0.75,one_way
origin,10.5636572627912,1.53700614366373,0.248692420870868,2.45307874905725,0.563657262791219,0.20372664175258,1,0.5,0.4,0.75,roller_coaster
origin,10.9061495016444,0.953256502312495,0.393815095915494,1.50937551976524,0.906149501644421,0.208859996278635,0.998,0.5,0.4,0.75,05_05
origin,10.7617614863667,1.21747553561511,0.297021377908128,2.00143634599851,0.761761486366721,0.251374657019042,1,0.5,0.4,0.75,10_05
origin,10.5147647455183,1.39730309734594,0.205963905694007,2.54411894064379,0.514764745518295,0.292940582877645,1,0.5,0.4,0.75,15_05
origin,10.8293979288522,1.4954013289745,0.630383228257478,1.73402798469109,0.829397928852208,0.173182136930854,1,0.5,0.4,0.75,05_10
origin,10.7592544801321,1.72098165188943,0.537516108018917,2.01742431918582,0.759254480132068,0.217089175535641,1,0.5,0.4,0.75,10_10
origin,10.5482411017039,2.02241155152115,0.364072498381577,2.54062007322128,0.54824110170387,0.247292132392033,1,0.5,0.4,0.75,15_10
origin,10.683843866864,2.09811688287998,0.615439460079657,2.22592513999637,0.683843866864035,0.16705750658923,1,0.5,0.4,0.75,05_15
origin,10.698580367464,2.12224943668832,0.645297581346121,2.22634107326164,0.698580367464041,0.18397687082932,1,0.5,0.4,0.75,10_15
origin,10.495014359511,2.50803786865754,0.427674925501155,2.70416011673503,0.495014359510953,0.229533733595834,1,0.5,0.4,0.75,15_15
optimized,10.9389717800702,1.11601600219094,0.351096915750216,1.48554633378314,0.938971780070239,0.325439271957405,1,0.998959658204728,0.979170685505073,0.99918560482447,one_way
optimized,10.9800255091025,1.13669786379031,0.45823299804276,1.34370202655406,0.980025509102473,0.226430293731166,0.9994,1,1,1,roller_coaster
optimized,11.006590440951,0.792569684516728,0.464540056047568,1.04223043182294,1.00659044095101,0.231812967096641,0.9584,0.690205555409193,0.761137269059809,0.76868869685594,05_05
optimized,11.00901927197,0.930147377013072,0.462895715801074,1.12126310554436,1.00901927196998,0.278377496531808,0.996,0.88288116368368,0.838629061162838,0.896754190160594,10_05
optimized,10.9471843906575,1.13399616403809,0.378101625436443,1.4922764329338,0.947184390657463,0.284390178287601,1,1,1,1,15_05
optimized,10.9580526586697,0.989693316276873,0.912483835779676,1.01228515414943,0.958052658669734,0.201487864789953,0.9796,0.752466483162344,0.905461064080195,0.848395439230944,05_10
optimized,10.9511044736626,1.13498131114017,0.869526305832468,1.17697935689936,0.951104473662567,0.240861569788599,0.9996,0.944731287932876,0.416696832472747,0.7836216121863,10_10
optimized,10.8359630750267,1.57895316917944,0.629515125839061,1.76000523181815,0.83596307502674,0.219255237162261,1,0.976422588480568,0.25333974051667,0.785521088877903,15_10
optimized,10.9429925621432,1.36769211754424,1.05567711025336,1.16910016916063,0.942992562143249,0.160994997257465,0.9866,0.944675268605351,0.267220668727532,0.78293276228942,05_15
optimized,10.911349878126,1.4390656804496,1.06686408031258,1.34613662223151,0.911349878125976,0.202392259993685,1,0.944675268605351,0.267220668727532,0.78293276228942,10_15
optimized,10.7511072988375,2.00483314327178,0.742765766290898,2.02391590210156,0.751107298837516,0.218042460446694,1,0.943890031157184,0.252133423783304,0.766690524383689,15_15
