"name","fitness","RSB_short","RC_short","RSB_long","RC_long","AAV","Blim_risk","Btarget","Blimit","delta1","delta2","delta3","scenario"
origin,10.0988018854099,1.01037627613047,0.171599094759401,2.05877611056149,0.0988018854099094,0.354715204902976,1,0.8,0.7,0.5,0.4,0.4,one_way
origin,10.2184113108128,0.981609149437732,0.233509822934931,1.92921621493187,0.218411310812815,0.148799531895465,1,0.8,0.7,0.5,0.4,0.4,roller_coaster
origin,10.5485067961742,0.635783908168463,0.497924069341124,1.19521509849662,0.548506796174244,0.193437986822015,0.9986,0.8,0.7,0.5,0.4,0.4,05_05
origin,10.3440780068451,0.889335386846265,0.334331857456155,1.71515822989829,0.344078006845074,0.254512059680846,1,0.8,0.7,0.5,0.4,0.4,10_05
origin,10.2340664607038,0.991352538685475,0.305307316957814,1.90707769398096,0.234066460703772,0.234863076441186,1,0.8,0.7,0.5,0.4,0.4,15_05
origin,10.8153800688106,0.959980615372935,0.749538556408643,1.19885542269677,0.815380068810582,0.124468144476296,1,0.8,0.7,0.5,0.4,0.4,05_10
origin,10.5644489515058,1.24173855328267,0.653131452169413,1.71277294297935,0.56444895150581,0.273203218315183,1,0.8,0.7,0.5,0.4,0.4,10_10
origin,10.3497854142846,1.46697795994095,0.472283159475262,2.12125543141952,0.349785414284554,0.346169387883294,1,0.8,0.7,0.5,0.4,0.4,15_10
origin,10.8800708471981,1.39631540327123,0.653250206288699,1.54003837936938,0.880070847198131,0.0987395221315143,1,0.8,0.7,0.5,0.4,0.4,05_15
origin,10.6786071040958,1.62101810635562,0.725510941845232,1.82176476099962,0.6786071040958,0.210714814796517,1,0.8,0.7,0.5,0.4,0.4,10_15
origin,10.4138191709434,1.85163583773111,0.61005748934044,2.22680789668207,0.413819170943435,0.361172498770026,1,0.8,0.7,0.5,0.4,0.4,15_15
optimized,10.5882657304141,0.639447048570951,0.615917354335234,1.22875636070391,0.588265730414062,0.221855461746569,0.9982,0.384103718213737,0.599565825425088,0.692731556482613,0.766310670645908,0.202692255144939,one_way
optimized,11.1807825073051,0.806774238124647,0.45375943707403,1.01951081933429,1.18078250730508,0.160294156015301,0.956,0.404429611861154,0.246353609735451,0.971161122390971,0.472493998340738,0.403546313260612,roller_coaster
optimized,10.732832473039,0.610168861114065,0.52059849338612,1.00412899653723,0.732832473038954,0.256392087464413,0.9602,0.7,0.7,0.7,0.7,0.7,05_05
optimized,11.064408920018,0.7525001475975,0.501593159576873,1.04577786179073,1.06440892001797,0.309917489116291,0.9666,0.515961537370458,0.832927896578715,0.973557010666083,0.351580226417506,0.575634434617342,10_05
optimized,10.8349852054947,0.662786324385968,0.702652720885725,1.00103040194995,0.834985205494691,0.175809409116136,0.9912,0.414369291160256,0.410380261012947,0.863986033129878,0.746131938672487,0.203479901233935,15_05
optimized,10.9479284477114,0.920275749916042,0.80093102140837,1.00500533266286,0.947928447711358,0.0506417719629885,0.9524,0.283697860235454,0.785312042577405,0.0311318325152339,0.481378874207177,0.399997289328445,05_10
optimized,10.9106305608148,0.987102265052116,0.97307265226107,1.0052674906836,0.910630560814771,0.166772765283277,0.9824,0.559656988891098,0.114746522158384,0.520956292495593,0.552058645541708,0.541078355530931,10_10
optimized,10.9125829471719,1.12182194139946,0.902063702028672,1.24959473323752,0.912582947171911,0.335463549644264,0.9984,0.384103718213737,0.599565825425088,0.692731556482613,0.766310670645908,0.202692255144939,15_10
optimized,11.343435645321,1.32807571357993,0.755132810828365,1.07272275690767,1.34343564532102,0.0713540844603606,0.9866,0.482135775796472,0.383759122234013,0.270600989670169,0.134143560837763,0.442529389677141,05_15
optimized,11.2511808586147,1.48086113696489,0.904855649815862,1.16656635659897,1.2511808586147,0.0662952080097482,0.9944,0.37212389963679,0.777445221319795,0.107943625887856,0.0994661601725966,0.333774930797517,10_15
optimized,11.2753640926467,1.50451425949223,1.0623582599348,1.04313614718916,1.27536409264667,0.0987901966324556,0.9774,0.249197877779468,0.354020896441135,0.16028439454484,0.477337400483292,0.468577806827293,15_15
