"fitness","RSB_short","RC_short","RSB_long","RC_long","AAV","Blim_risk","Btarget","Blimit","delta1","delta2","delta3","scenario"
"10.0988018854099","1.01037627613047","0.171599094759401","2.05877611056149","0.0988018854099094","0.354715204902976","1","0.8","0.7","0.5","0.4","0.4","one_way"
"10.0988018854099","1.01037627613047","0.171599094759401","2.05877611056149","0.0988018854099094","0.354715204902976","1","0.8","0.7","0.5","0.4","0.4","one_way"
"0.124812371956155","0.118415926328756","1.15455604495099","0.0129672654917494","0.124812371956155","0.15688816031586","0.0312","0.2655086631421","0.380035179434344","0.79423986072652","0.0706790471449494","0.34668348915875","one_way"
"0.112808061447743","0.106583369134847","1.17707946468391","0.0114426252432386","0.112808061447743","0.168297628284098","0.033","0.37212389963679","0.777445221319795","0.107943625887856","0.0994661601725966","0.333774930797517","one_way"
"10.2958510919385","0.879917051377002","0.32789795795954","1.79104465788784","0.295851091938485","0.293680665463406","1","0.572853363351896","0.934705231105909","0.723710946040228","0.31627170718275","0.476351245073602","one_way"
"10.1979589436598","0.785946563707654","0.436008021247153","1.71953491873327","0.197958943659808","0.220049558921636","1","0.908207789994776","0.212142521282658","0.411274429643527","0.518634263193235","0.892198335845023","one_way"
"0.232338930977513","0.181351405198529","1.11212487767236","0.0251798350065051","0.232338930977513","0.151045843589296","0.0908","0.201681931037456","0.651673766085878","0.820946294115856","0.662005076417699","0.864339470630512","one_way"
"10.1522703637954","0.696138529001687","0.54459778429558","1.65585470981428","0.152270363795395","0.172846481798931","1","0.898389684967697","0.125555095961317","0.647060193819925","0.406830187188461","0.389989543473348","one_way"
"10.0516308411235","1.03120840923801","0.144629343743402","2.12470702939628","0.0516308411234824","0.384208976917335","1","0.944675268605351","0.267220668727532","0.78293276228942","0.912875924259424","0.777320698834956","one_way"
"10.2975923671042","0.683598057090466","0.554133791194505","1.51668235742331","0.297592367104209","0.190886676016049","1","0.660797792486846","0.386114092543721","0.553036311641335","0.293603372760117","0.960617997217923","one_way"
"0.287230232764577","0.313098362658276","0.971840052527059","0.754294765432301","0.287230232764577","0.0882099703234907","0.713","0.62911404389888","0.0133903331588954","0.529719580197707","0.459065726259723","0.434659484773874","one_way"
"0.0733071121898336","0.0616353254212572","1.20841622168548","0.00756127118655874","0.0733071121898336","0.193557924790612","0","0.0617862704675645","0.382387957070023","0.789356231689453","0.332394674187526","0.712514678714797","one_way"
"0.144843265734532","0.13655720796132","1.13654847530503","0.0149854793052106","0.144843265734532","0.171646136910587","0.0734","0.205974574899301","0.86969084572047","0.023331202333793","0.65087046707049","0.399994368897751","one_way"
"0.0837851600623128","0.0694825231496832","1.21075997444262","0.00850395433755377","0.0837851600623128","0.184240043985842","0","0.176556752528995","0.34034899668768","0.477230065036565","0.258016780717298","0.325352151878178","one_way"
"10.205187212224","0.904805950867543","0.293002139807559","1.88470690926938","0.20518721222397","0.296400750096192","1","0.687022846657783","0.482080115471035","0.7323137386702","0.478545248275623","0.757087148027495","one_way"
"10.5882657304141","0.639447048570951","0.615917354335234","1.22875636070391","0.588265730414062","0.221855461746569","0.9982","0.384103718213737","0.599565825425088","0.692731556482613","0.766310670645908","0.202692255144939","one_way"
"10.252706850797","0.599464865733241","0.653379674507416","1.41925837664612","0.252706850797045","0.142053008178116","1","0.769841419998556","0.493541307048872","0.477619622135535","0.0842469143681228","0.711121222469956","one_way"
"10.4042007387127","0.527773342463055","0.742897278803036","1.18403500891553","0.404200738712734","0.166323760207266","0.9882","0.497699242085218","0.186217601411045","0.8612094768323","0.875321330036968","0.121691921027377","one_way"
"10.1586159317319","0.94825802244653","0.238650731519828","1.95726098937072","0.158615931731919","0.312041523608766","1","0.717618508264422","0.827373318606988","0.438097107224166","0.339072937844321","0.245488513959572","one_way"
"10.014323972746","1.12514477127079","0.0328551302515135","2.25171418713518","0.0143239727460045","0.541407106074969","1","0.991906094830483","0.668466738192365","0.244797277031466","0.839440350187942","0.14330437942408","one_way"
"0.0761610494821323","0.063776639088996","1.20793871667858","0.00784020553173021","0.0761610494821323","0.188782948767723","0","0.1","0.1","0.1","0.1","0.1","one_way"
"0.07991608164434","0.0655994081790531","1.20996105616186","0.00815491118785296","0.07991608164434","0.186504530904933","0","0.2","0.2","0.2","0.2","0.2","one_way"
"0.0966133499123669","0.0821841193344453","1.19368762680102","0.00997151838860237","0.0966133499123669","0.176588191476103","0.0068","0.3","0.3","0.3","0.3","0.3","one_way"
"0.458098152580653","0.327006069004921","0.969893480416493","0.574214440725538","0.458098152580653","0.113898974837879","0.5698","0.4","0.4","0.4","0.4","0.4","one_way"
"10.4313392263077","0.649862746124336","0.596477674989815","1.34751986771123","0.431339226307747","0.196451899846429","0.9992","0.5","0.5","0.5","0.5","0.5","one_way"
"10.2716252996308","0.898277951119338","0.299466113152091","1.83116648805844","0.271625299630802","0.303215313210962","1","0.6","0.6","0.6","0.6","0.6","one_way"
"10.0979978074646","1.04175867443961","0.125464236545515","2.10532556184048","0.0979978074645834","0.419587596896371","1","0.7","0.7","0.7","0.7","0.7","one_way"
"10.0214012071384","1.11663817575943","0.0429652010615313","2.24048068308223","0.0214012071384324","0.535404918865826","1","0.8","0.8","0.8","0.8","0.8","one_way"
"10.0029304984404","1.14717283073908","0.0118331032171319","2.30021871650518","0.00293049844037521","0.631409649614666","1","0.9","0.9","0.9","0.9","0.9","one_way"
"10.0002046032672","1.15477027591382","0.00232156672711974","2.32396461640482","0.000204603267218629","0.587869441213301","1","1","1","1","1","1","one_way"
"10.5656059621336","0.640442105770191","0.614336490974126","1.23899950247779","0.565605962133571","0.217196283570987","0.9982","0.389871796591789","0.599700266466973","0.623913645582593","0.7604138385953","0.427201370894474","one_way"
"10.0835861001881","1.03284131312054","0.135042272455461","2.10353425536092","0.0835861001880716","0.393839996945317","1","0.792271469486877","0.628669843706302","0.51007690411061","0.590060987696052","0.424363552546129","one_way"
"10.2294908978684","0.925319655067285","0.266812107243326","1.88497896614095","0.229490897868356","0.32481906023352","1","0.647865580451699","0.44466752752916","0.615025644303536","0.857365033874021","0.2235250229477","one_way"
"10.5882657304141","0.639447048570951","0.615917354335234","1.22875636070391","0.588265730414062","0.221855461746569","0.9982","0.384103718213737","0.599565825425088","0.692731556482613","0.766310670645908","0.202692255144939","one_way"
"10.4313392263077","0.649862746124336","0.596477674989815","1.34751986771123","0.431339226307747","0.196451899846429","0.9992","0.5","0.5","0.5","0.5","0.5","one_way"
"10.052894871022","1.07298719505129","0.0939851881364022","2.17403649976619","0.052894871021966","0.446564460945623","1","0.770279752166576","0.866982200068412","0.798751538385257","0.473186406434961","0.632147647814325","one_way"
"10.0551235974724","1.05736668985652","0.113523451570512","2.15389275391747","0.0551235974724351","0.411266727295805","1","0.822811915544846","0.871980020189736","0.681981608134148","0.35177165562249","0.564788165751315","one_way"
"10.0409924968049","1.07400869205729","0.0927454879144514","2.17993486554198","0.0409924968049229","0.43046375410903","1","0.881839289306588","0.83711097296323","0.498890056532691","0.398131547314454","0.580325843859969","one_way"
"10.5882657304141","0.639447048570951","0.615917354335234","1.22875636070391","0.588265730414062","0.221855461746569","0.9982","0.384103718213737","0.599565825425088","0.692731556482613","0.766310670645908","0.202692255144939","one_way"
"10.2766235765291","0.905601770837884","0.296129651919936","1.8340628033023","0.276623576529142","0.309380850304283","1","0.594231921621948","0.599865558958115","0.66881791090002","0.605896832050608","0.375490884250465","one_way"
"10.0992017967911","1.00707024780091","0.175262503899127","2.05400358681682","0.0992017967911099","0.350677643295379","1","0.822095632125195","0.634754478087364","0.471103685506872","0.418395662504906","0.463967148799578","one_way"
"10.1762403954126","1.00872472180378","0.16341809638675","2.02637985864987","0.176240395412555","0.399298322722509","1","0.602573611185321","0.867723031037497","0.724959407654971","0.643085300747789","0.644203597259277","one_way"
"10.2347175247413","0.917332458277696","0.281121951979985","1.87183391623417","0.234717524741337","0.307573663858647","1","0.635077469146206","0.58167359446053","0.575005565000726","0.571863335893318","0.745061011390761","one_way"
"10.1197233395191","1.00223036176078","0.181479691630198","2.03862089255558","0.119723339519139","0.354481320088149","1","0.733329734920791","0.789372052304725","0.588726847832075","0.398464125907222","0.274799036395218","one_way"
"10.2667621672204","0.821682184233267","0.396712005231633","1.72462491678454","0.266762167220371","0.249275481810478","1","0.672494366028374","0.388349802807392","0.567271122057002","0.553822669217684","0.0222068231087178","one_way"
"10.0268217994481","1.09363917289922","0.0722010931504872","2.21251694616099","0.0268217994480905","0.461314083266352","1","0.944241256301392","0.47500829062056","0.701550848017168","0.734362676801216","0.70211505053378","one_way"
"10.3200336604123","0.680649101752807","0.557490609808384","1.49956116272921","0.320033660412295","0.195508239350358","1","0.62572032334064","0.404440498083191","0.57803074664061","0.3217400368668","0.815556985827163","one_way"
"10.090912236058","0.988417818907294","0.19772143505726","2.04728242627943","0.0909122360579975","0.339004087165798","1","0.861072688248792","0.323946669167526","0.745190801860421","0.655729740037009","0.755435375857838","one_way"
"10.0024705644805","1.14855844377582","0.00974034531745889","2.30307559521493","0.00247056448052694","0.630291393852465","1","0.894806592719576","0.955393298417252","0.756115499090019","0.987301282221831","0.680700348208256","one_way"
"10.0435299891134","1.08223480434057","0.0830621375613089","2.18785376597011","0.0435299891133876","0.461376332475192","1","0.788303426458472","0.797764289736329","0.785765189584334","0.539780703542433","0.915089293163514","one_way"
"10.2065534520994","0.649531703907344","0.596760243841213","1.53517334336256","0.206553452099439","0.16022500332545","1","0.882678458311328","0.16355636226358","0.496430453212016","0.34743899912556","0.360679021037701","one_way"
"10.263209690469","0.824704444392519","0.392906194950602","1.74462333225922","0.26320969046897","0.255715540886822","1","0.649833661633519","0.441550073881884","0.746183832528764","0.417956296162947","0.298166898079677","one_way"
"10.3131961041616","0.836751406810432","0.377193142992589","1.72042685101013","0.313196104161625","0.279300153673847","1","0.60043401230396","0.392212378106972","0.681381914272252","0.778513247458208","0.675205648301176","one_way"
"10.2791485556959","0.861417352383133","0.347054911610391","1.77753221427833","0.27914855569587","0.274508745199405","1","0.607728530513123","0.671330156293698","0.58992309588939","0.409939012303948","0.575636447453871","one_way"
"10.1687272704011","0.921190556459287","0.271125784620125","1.92154430407831","0.168727270401133","0.291285971575445","1","0.729556649960066","0.799946326290716","0.471701715274004","0.279275141699351","0.705611598677251","one_way"
