"name","fitness","RSB_short","RC_short","RSB_long","RC_long","AAV","Blim_risk","m","tau","theta","scenario"
origin,10.5755326032224,1.65582869300519,0.176519093265375,2.8679371646921,0.575532603222369,0.377227409253029,1,0.5,0.4,0.75,one_way
origin,10.6484279748995,1.96435901412535,0.284780113394151,2.56474235912208,0.648427974899499,0.198453883328749,1,0.5,0.4,0.75,roller_coaster
origin,11.010594802696,1.02909806588057,0.442125794062355,1.2939239515855,1.01059480269601,0.217660367856541,0.9648,0.5,0.4,0.75,05_05
origin,10.8232297715534,1.48660969098671,0.311137910006842,2.13135846201306,0.82322977155338,0.265803434448994,1,0.5,0.4,0.75,10_05
origin,10.5763030391277,1.71219953214929,0.230203521896812,2.7926504946779,0.576303039127656,0.314408519436581,1,0.5,0.4,0.75,15_05
origin,10.9036964959278,1.31978801257126,0.785428472084212,1.34829171206377,0.90369649592781,0.184948719048198,0.9894,0.5,0.4,0.75,05_10
origin,10.7887860267947,1.90672806269327,0.567981470111029,2.0367971137224,0.788786026794741,0.222122948233816,1,0.5,0.4,0.75,10_10
origin,10.5753055422966,2.27955715491348,0.383599723243278,2.73240463458792,0.575305542296609,0.256004848102376,1,0.5,0.4,0.75,15_10
origin,10.6110951914175,2.4233617952533,0.558887114512138,2.52564740462422,0.611095191417487,0.175055710348019,1,0.5,0.4,0.75,05_15
origin,10.6834027929352,2.26949434042202,0.659472313221244,2.30745955390876,0.683402792935178,0.19361858517061,1,0.5,0.4,0.75,10_15
origin,10.5012628313336,2.73225939180895,0.439136239686525,2.90192664858651,0.501262831333583,0.23516900144523,1,0.5,0.4,0.75,15_15
optimized,10.9554361717857,1.39973607203532,0.297316413468802,1.73788348700341,0.955436171785746,0.354171363471777,0.9986,0.998959658204728,0.979170685505073,0.99918560482447,one_way
optimized,10.9898132230092,1.41581661811911,0.471615843314473,1.39223301367762,0.989813223009237,0.224611850523767,0.9876,1,1,1,roller_coaster
optimized,11.0223759383503,1.06005877106413,0.433015601786226,1.27665304848421,1.02237593835025,0.230386521646291,0.9516,0.485682649396642,0.574408496233988,0.702794912969694,05_05
optimized,11.0302122699465,1.24156787860443,0.403538526298476,1.36402713534574,1.03021226994655,0.294016298772258,0.9754,0.8,0.8,0.8,10_05
optimized,10.9632505482723,1.47264611307351,0.335592011354188,1.68985102267496,0.963250548272253,0.31503988890084,0.999,1,1,1,15_05
optimized,10.920659590131,1.20109186384316,0.826291671004355,1.24372177453299,0.920659590130986,0.200028626737108,0.9722,0.54784623294153,0.666632854904461,0.72291370884279,05_10
optimized,10.9280101171488,1.23177786926182,0.818790713981748,1.27442339890608,0.928010117148776,0.254026799850481,0.9838,0.854037322247743,0.406157751759155,0.746356439101138,10_10
optimized,10.8379934930588,1.82093616737044,0.593803469939748,1.82887111526982,0.837993493058851,0.266251233099791,1,0.98526651405183,0.529029628475329,0.809783824115706,15_10
optimized,10.8852298326869,1.45879057581572,0.994106755840594,1.44829064651556,0.885229832686934,0.182933589219423,0.9884,0.8,0.8,0.8,05_15
optimized,10.8768222589442,1.42409564051601,1.03011590283633,1.44217852508855,0.876822258944201,0.20120529955469,0.9976,0.856651742765947,0.10212059924379,0.849610366280687,10_15
optimized,10.7376770333316,2.09952661908245,0.735536593521513,2.12450185054894,0.737677033331609,0.234030987463762,1,0.944675268605351,0.267220668727532,0.78293276228942,15_15
