"name","fitness","RSB_short","RC_short","RSB_long","RC_long","AAV","Blim_risk","m","tau","theta","scenario"
origin,10.3289238634126,0.792500841726878,0.412021699840622,3.59542628877158,0.328923863412593,0.215136146140276,0.9928,0.9,0.4,0.75,one_way
origin,10.45935043303,2.0273563800871,0.474039385457861,3.23647488097751,0.459350433030006,0.145117710883656,0.9856,0.9,0.4,0.75,roller_coaster
origin,10.4207680815396,0.810037083334866,0.43461780767113,3.17580673808867,0.420768081539602,0.167046068517738,0.9602,0.9,0.4,0.75,05_05
origin,10.4108611184904,0.938231496988497,0.428887069449788,3.3187571425012,0.410861118490429,0.179506051378708,0.9772,0.9,0.4,0.75,10_05
origin,10.4103925709468,0.95455073675007,0.432246053079025,3.31461629922603,0.410392570946794,0.181201081316999,0.9828,0.9,0.4,0.75,15_05
origin,10.5146600861171,1.32199107863707,0.753548633524806,2.65111609516879,0.514660086117055,0.157513551834538,0.962,0.9,0.4,0.75,05_10
origin,10.4785176937008,1.56667420963809,0.723878536046251,2.96115513692298,0.47851769370082,0.177539595184821,0.99,0.9,0.4,0.75,10_10
origin,10.4628504382815,1.67483366577784,0.708196319119403,3.04204336169572,0.462850438281492,0.185803896185212,0.9964,0.9,0.4,0.75,15_10
origin,10.3968298734672,2.88298210685764,0.570630369632923,3.5426045825281,0.396829873467208,0.14551904681324,0.9994,0.9,0.4,0.75,05_15
origin,10.3718388652175,2.92191695062188,0.558159995582177,3.61725079530139,0.371838865217522,0.158385404847822,1,0.9,0.4,0.75,10_15
origin,10.3244175866621,3.02019559189285,0.53357548321945,3.79907022324856,0.324417586662078,0.183768740966831,1,0.9,0.4,0.75,15_15
optimized,10.3927458264895,1.11185780620651,0.39154346766683,3.42407633172983,0.392745826489509,0.221092019348645,0.9816,0.9,0.9,0.9,one_way
optimized,10.45935043303,2.0273563800871,0.474039385457861,3.23647488097751,0.459350433030006,0.145117710883656,0.9856,0.9,0.4,0.75,roller_coaster
optimized,10.4207680815396,0.810037083334866,0.43461780767113,3.17580673808867,0.420768081539602,0.167046068517738,0.9602,0.9,0.4,0.75,05_05
optimized,10.4438455060508,1.05523587820708,0.424418865737906,3.08720499631468,0.443845506050839,0.187033174728177,0.967,0.9,0.9,0.9,10_05
optimized,10.4559215181308,1.09755868724642,0.427014361710082,3.13264926715622,0.455921518130809,0.187571767501067,0.969,0.9,0.9,0.9,15_05
optimized,10.5146600861171,1.32199107863707,0.753548633524806,2.65111609516879,0.514660086117055,0.157513551834538,0.962,0.9,0.4,0.75,05_10
optimized,10.5568849529759,1.23630372533143,0.770904761200951,2.54433139870141,0.556884952975904,0.177492952146452,0.956,0.944675268605351,0.267220668727532,0.78293276228942,10_10
optimized,10.5442645828743,1.36112236028027,0.761342244978408,2.64768074871078,0.544264582874329,0.183720347675464,0.9742,0.944675268605351,0.267220668727532,0.78293276228942,15_10
optimized,10.5069396302918,2.70657636378372,0.614563473569173,3.10585791931037,0.506939630291842,0.142068091392064,0.9962,0.918338458674938,0.596298297007905,0.881811817566002,05_15
optimized,10.6659503319977,2.42823057406119,0.678527650040326,2.43570128044986,0.665950331997676,0.140981244670741,0.9774,0.971066118956813,0.10212059924379,0.991486713538318,10_15
optimized,10.5604038202268,2.57206647162369,0.641482661268376,2.90737564795075,0.560403820226752,0.158404009476679,0.9968,0.978731749435247,0.129306000424549,0.879605673815257,15_15
